,runstring,m1,m2,m3
2306,0002306.bin,2.809729628411717e-06,2.0517141933841107e-07,3.2200697490511443e-05
2307,0002307.bin,7.438051057729488e-07,2.7142682433690854e-06,5.3640906581821016e-05
2308,0002308.bin,7.773209468761805e-05,2.313423675438706e-05,1.74714787551785e-07
2309,0002309.bin,1.1500485249296032e-05,4.617950656389161e-05,3.0764826675096364e-05
2310,0002310.bin,8.068735178418917e-07,3.445620581483224e-06,8.698988761555795e-05
2311,0002311.bin,2.895802252717735e-07,7.396408360338627e-05,7.382260807045619e-07
2312,0002312.bin,1.529517897232227e-05,9.028305813373719e-05,2.7472774730085285e-05
2313,0002313.bin,3.9704538935202406e-05,2.8907864871228843e-06,1.898168908284387e-06
2314,0002314.bin,3.8241692691612693e-07,8.682325478513803e-05,3.0254377361506905e-06
2315,0002315.bin,9.514167995360483e-05,6.299994942183684e-07,4.9427988736916634e-05
2316,0002316.bin,4.343696405662084e-05,3.609648888880494e-05,4.935543477885686e-06
2317,0002317.bin,1.4075624652679538e-06,2.7909685868424787e-07,4.9197294101563913e-05
2318,0002318.bin,2.0328931757774328e-07,7.939836609933175e-05,1.6688105740557393e-07
2319,0002319.bin,2.3446004479945892e-07,1.9620697072529745e-07,1.4333132853059967e-06
2320,0002320.bin,2.9530327185104456e-06,1.0770427697431635e-06,2.170018495654636e-05
2321,0002321.bin,1.1015492294935057e-06,6.343393491503872e-07,5.832781475324318e-06
2322,0002322.bin,1.1013420683416565e-05,4.0015599579956135e-05,2.0581736368262384e-06
2323,0002323.bin,1.018909498334698e-05,1.4472698020646246e-07,4.7959830588690436e-05
2324,0002324.bin,7.256463830586578e-05,1.5628083073037664e-06,2.0828557801725935e-07
2325,0002325.bin,3.6133608889367786e-06,1.5733425742806238e-06,7.77650418257271e-05
2326,0002326.bin,1.7601105343912045e-06,4.4910649329551264e-05,7.985749004539115e-05
2327,0002327.bin,3.883366580587088e-07,9.728080731852831e-07,4.924383257617636e-06
2328,0002328.bin,4.374423539584162e-07,1.3630110041039708e-06,4.221252285802966e-07
2329,0002329.bin,5.3874183104450735e-06,3.0664599946387777e-06,2.1367325735652166e-05
2330,0002330.bin,6.960886178577188e-07,2.9526617815207987e-07,3.0958751752737125e-05
2331,0002331.bin,6.927243594298489e-07,1.711768991951009e-05,1.0986579086645154e-07
2332,0002332.bin,3.1874405342021965e-07,2.64530961328241e-05,3.94138576179659e-06
2333,0002333.bin,1.251109871783673e-07,5.667217682700856e-07,5.430606445579357e-05
2334,0002334.bin,6.305031901343957e-06,1.4246396993813006e-06,6.515079459376894e-06
2335,0002335.bin,6.080732651923434e-06,1.0610456480847687e-07,7.400202486835424e-05
2336,0002336.bin,2.3292572409792296e-06,3.4429574883614953e-06,1.870981496656463e-05
2337,0002337.bin,6.3568341180289306e-06,1.6859691424958248e-05,1.7925933254154017e-06
2338,0002338.bin,3.5771684580498123e-06,4.6532070687453335e-06,3.0239892660642507e-05
2339,0002339.bin,1.5936061667867893e-05,4.320277713786527e-06,1.0020315906121958e-05
2340,0002340.bin,3.1351118696454365e-07,2.5918592111328436e-07,1.0440071582924165e-05
2341,0002341.bin,3.283067400063127e-05,1.9774960709347246e-06,9.467524377001336e-07
2342,0002342.bin,4.715015399539488e-06,8.90701584786494e-06,6.273714750723513e-07
2343,0002343.bin,3.496969502804849e-06,2.378110999980478e-05,8.232268618465536e-06
2344,0002344.bin,1.3495815515960413e-06,7.834733590944694e-07,8.849650210384781e-07
2345,0002345.bin,8.928801305906545e-06,7.1687901157779e-05,6.926550602932815e-06
2346,0002346.bin,9.025305381422539e-05,5.331232997543873e-05,2.0570285887313325e-05
2347,0002347.bin,4.0989609361978714e-07,7.418321848953506e-06,1.533503277695914e-07
2348,0002348.bin,8.080647407339519e-05,7.736228797431622e-05,5.179142346113986e-07
2349,0002349.bin,7.926026926027372e-06,1.1881693128181518e-06,3.982430156715432e-06
2350,0002350.bin,5.829064683602459e-06,6.527742284413075e-06,1.7429010524943516e-06
2351,0002351.bin,2.6386216859788167e-06,2.441791800662826e-06,1.670508912576727e-06
2352,0002352.bin,4.8327116807671506e-05,1.2382523281604511e-05,4.012717690297439e-06
2353,0002353.bin,6.626934183960769e-05,5.127045611915634e-07,1.0075121483633987e-05
2354,0002354.bin,1.5536901242668067e-06,2.4857477847612793e-05,3.6819488128794416e-06
2355,0002355.bin,7.500442627947257e-07,1.1215537549748221e-07,6.240068703069755e-05
2356,0002356.bin,4.3394181550102864e-05,7.009576410707668e-05,1.3570024366608937e-06
2357,0002357.bin,2.3823732360016607e-05,7.964940087358404e-06,4.45826141033151e-07
2358,0002358.bin,1.4485090535882528e-05,2.5269608055916056e-06,1.1682401302530571e-05
2359,0002359.bin,4.6625027614223094e-06,1.79144648954936e-07,5.459760584284642e-07
2360,0002360.bin,2.4961321671951242e-06,1.5644875573462124e-05,6.97918492963015e-07
2361,0002361.bin,1.782419041940523e-05,1.3521090046410284e-07,1.3579488865837285e-07
2362,0002362.bin,9.503714431739544e-06,5.8906524390598274e-05,1.5766167060890625e-06
2363,0002363.bin,3.767530225123973e-06,4.929757036301861e-07,8.778780879267011e-06
2364,0002364.bin,7.037799027152659e-07,6.244216267459746e-07,1.0930871256111576e-07
2365,0002365.bin,4.896033213323579e-06,2.8681851278904236e-05,1.8563245181414978e-07
2366,0002366.bin,4.223271832599879e-05,1.8410791506193892e-06,2.0183443825500595e-07
2367,0002367.bin,1.3639034933157657e-06,7.503819062002225e-06,4.625938126878161e-07
2368,0002368.bin,1.125897724325591e-06,8.114937495423005e-07,5.051271362212658e-05
2369,0002369.bin,1.4787870361242918e-06,3.401640946738608e-05,1.3358069172731851e-05
2370,0002370.bin,1.4542578998093445e-06,1.1102130660892261e-07,5.542834210967155e-07
2371,0002371.bin,9.230990563438292e-05,3.1962519379418255e-06,5.659714969215259e-06
2372,0002372.bin,3.3943497532231434e-06,2.005043902003443e-06,6.166670932022429e-05
2373,0002373.bin,1.5926278844198943e-06,7.973629208233642e-05,6.133672088598461e-05
2374,0002374.bin,1.0043716382835128e-06,4.0740702478122306e-07,2.9684930085858698e-05
2375,0002375.bin,6.105097327032873e-07,2.741959561010355e-07,2.3630257823001568e-05
2376,0002376.bin,6.830391613984362e-05,7.565403671980025e-06,1.235986913690927e-06
2377,0002377.bin,2.4614699315171974e-06,1.0256853402290758e-06,1.814645020248337e-07
2378,0002378.bin,3.209803776310105e-05,4.754612736990844e-05,1.4224067610601592e-06
2379,0002379.bin,3.941615031392126e-07,3.143137722116338e-07,1.5521328794892594e-05
2380,0002380.bin,1.7908514403693774e-06,3.797169860622618e-07,1.1796936119302464e-05
2381,0002381.bin,4.3230267375407323e-07,2.8711628200762754e-05,2.4682053044791213e-06
2382,0002382.bin,3.0325069644127194e-06,3.4598082520667692e-06,8.1629408558181e-06
2383,0002383.bin,1.7682900458811867e-06,3.0727745238861867e-07,2.2169900967609394e-06
2384,0002384.bin,1.4525853640695117e-06,3.9495852217524754e-07,2.6671456412976716e-07
2385,0002385.bin,1.3734320770410164e-05,2.7521479996165356e-05,4.121425436801528e-06
2386,0002386.bin,6.451639837422546e-06,9.2607852886995e-07,1.8133138652095397e-05
2387,0002387.bin,6.3198084212587e-05,1.91776210496579e-07,4.70661501848673e-07
2388,0002388.bin,3.2189144476374354e-07,8.59020589079333e-05,1.4008042246725542e-06
2389,0002389.bin,2.0314581739199163e-05,1.5305298526763442e-05,4.075300904549538e-07
2390,0002390.bin,2.863512315214539e-06,1.620782299190172e-07,7.174837025004008e-06
2391,0002391.bin,4.7427618357266797e-07,7.566246515345146e-07,1.4623079478300619e-06
2392,0002392.bin,2.943497104413891e-05,1.6017990270317755e-05,2.1634799531189058e-06
2393,0002393.bin,1.3177896354305662e-07,1.9136308716290126e-05,6.028491341414013e-07
2394,0002394.bin,2.1943080141672004e-06,1.6440590193954983e-06,7.178045492819247e-05
2395,0002395.bin,1.3363196685452688e-05,9.258225689241465e-06,4.204253892870834e-06
2396,0002396.bin,3.850744676047397e-06,4.250516387977557e-07,1.3813177784812447e-05
2397,0002397.bin,1.6732821608556887e-07,1.3155298523770331e-05,2.563777435361986e-06
2398,0002398.bin,8.63808752716188e-05,7.333217752918171e-07,5.314039028224486e-06
2399,0002399.bin,1.4997757057310323e-05,1.058612887609815e-06,1.1035523280261079e-05
2400,0002400.bin,1.5576234198548306e-07,3.072988083008294e-06,1.365825837950971e-07
2401,0002401.bin,1.4159889539153784e-07,4.1942409322014264e-05,4.6453019376446225e-05
2402,0002402.bin,1.0879820541069968e-05,1.6682961488990012e-07,3.0814212188807003e-06
2403,0002403.bin,1.7761282938388248e-07,3.079082378279285e-06,6.589253569485902e-05
2404,0002404.bin,1.959699989503386e-06,1.8172640797947658e-05,7.049001747438168e-06
2405,0002405.bin,5.416372154490417e-07,8.185523495937877e-05,2.141360049941733e-06
2406,0002406.bin,1.8242372863580709e-06,9.460318150491248e-07,7.687715121500363e-07
2407,0002407.bin,1.3986002749125084e-06,6.681589569642817e-07,1.2434209975424976e-06
2408,0002408.bin,1.468565086472811e-06,9.494619728491325e-07,2.1185351531269447e-07
2409,0002409.bin,1.6173166713183552e-06,8.131467758161144e-07,8.709197883779757e-07
2410,0002410.bin,4.62086086390684e-05,1.1276566425677868e-05,2.518488847373939e-05
2411,0002411.bin,2.082536380964483e-07,4.885521841772921e-07,3.4834675580307444e-06
2412,0002412.bin,1.054436617265731e-06,1.1158022444050368e-07,4.723362308990445e-07
2413,0002413.bin,6.465210613819215e-05,7.816372801551046e-06,8.305430871632462e-06
2414,0002414.bin,3.0401483883057272e-05,9.817926344865328e-05,2.9980747450079616e-06
2415,0002415.bin,3.681950807922746e-05,4.913277536018371e-07,3.29269841473278e-07
2416,0002416.bin,3.183337304764977e-05,8.909818574797632e-07,4.316190326932003e-07
2417,0002417.bin,3.210343123486161e-06,7.540848096936137e-07,3.0324026431398777e-06
2418,0002418.bin,2.4431038762224598e-05,6.852324969647676e-06,9.125894401463327e-05
2419,0002419.bin,5.751237333063307e-05,3.5923309154457036e-07,3.684841040238517e-05
2420,0002420.bin,9.69419302729217e-07,4.30102349520636e-06,9.9836504884096e-06
2421,0002421.bin,1.1701509150764241e-07,1.9670882384687972e-07,2.1666036188352754e-07
2422,0002422.bin,3.0710488269344597e-06,1.1713902817123976e-07,9.490294057481295e-06
2423,0002423.bin,1.5778424860251723e-05,4.653943825318753e-07,1.4990214329950482e-07
2424,0002424.bin,7.771054786470289e-07,1.0078920888835087e-07,2.43598769413731e-05
2425,0002425.bin,6.597951002834089e-05,1.9760508782059662e-05,1.1441940831027349e-07
2426,0002426.bin,4.091219734485811e-06,9.97547617058557e-06,3.150800581299222e-06
2427,0002427.bin,1.0298979399685007e-05,8.345158740177929e-05,6.5959798534391736e-06
2428,0002428.bin,8.789086400906237e-07,8.297593008495037e-06,4.831308045743936e-06
2429,0002429.bin,1.1347077832077241e-06,1.6699358453575246e-07,2.1038832193866807e-05
2430,0002430.bin,2.1601795616078959e-07,2.515281234898625e-07,5.053403240848884e-07
2431,0002431.bin,7.738953414178385e-05,9.869266109852507e-07,1.2099514893460997e-06
2432,0002432.bin,8.99416902176093e-06,5.7199035914967275e-05,7.395896414205042e-05
2433,0002433.bin,1.0810302688888812e-05,1.8082390057103824e-06,2.83469319803595e-07
2434,0002434.bin,1.4619529446227472e-06,4.6221108694175354e-05,3.2194094735302445e-05
2435,0002435.bin,1.0182953237622205e-05,5.466687640157764e-07,3.3540535468712604e-05
2436,0002436.bin,2.28165395189599e-05,1.7502373869379288e-06,1.2706306295159009e-05
2437,0002437.bin,3.249194560877805e-06,2.126895248441746e-05,9.797573020673241e-07
2438,0002438.bin,2.5384690974903876e-06,6.384073676964947e-05,2.5406027950661867e-06
2439,0002439.bin,1.194686388310787e-07,1.0040555708388457e-05,4.318235855127111e-06
2440,0002440.bin,2.8949965422271994e-06,5.385590760731636e-05,4.52227514652628e-06
2441,0002441.bin,1.347650039894643e-06,1.815623537953432e-05,1.2363939582348914e-06
2442,0002442.bin,1.0475386009636166e-06,2.1721888272404803e-07,1.447115560971359e-05
2443,0002443.bin,1.9531067416270104e-06,8.419485622904823e-05,1.9139989926799777e-07
2444,0002444.bin,2.3341126685037974e-06,1.2100558271736219e-05,1.2939679801182417e-05
2445,0002445.bin,2.309391524303759e-06,8.203119534992037e-06,6.170559657891578e-06
2446,0002446.bin,1.2859725366202064e-06,1.2443710728747674e-05,6.376512658644023e-05
2447,0002447.bin,9.937327304817847e-05,3.9576001415449763e-05,1.9655841997288785e-06
2448,0002448.bin,2.8189232968151874e-05,3.44947677651213e-07,4.292611561024767e-05
2449,0002449.bin,1.7986196148796236e-07,1.4156959920278754e-05,3.903086734027988e-06
2450,0002450.bin,2.8531146590342665e-06,1.0353834270225118e-05,3.480268664467372e-05
2451,0002451.bin,5.356029930128001e-07,2.1809594941198524e-05,4.333057104279653e-06
2452,0002452.bin,3.805682928603727e-07,1.1311064441726556e-05,1.3122127040526194e-07
2453,0002453.bin,2.702669881429053e-06,2.994779919319012e-07,1.5291542289445362e-07
2454,0002454.bin,4.5264244094966895e-07,7.204721223600188e-06,2.3571001522460305e-07
2455,0002455.bin,2.761441607681059e-06,7.053078954083061e-06,9.093377348468418e-06
2456,0002456.bin,5.422922002994072e-06,1.1486341431055481e-06,1.4576248905909388e-05
2457,0002457.bin,6.426152648989328e-05,1.3723625110958596e-07,7.681225769015153e-05
2458,0002458.bin,8.145957107201972e-06,4.857931313704493e-06,5.499043690264084e-05
2459,0002459.bin,1.093620520516699e-06,8.90128869439097e-06,2.4742832305860673e-07
2460,0002460.bin,6.882798369456281e-05,1.6429765730546766e-06,3.6388004685694483e-07
2461,0002461.bin,3.424327839847514e-05,8.667007144014706e-07,2.985023466827989e-07
2462,0002462.bin,2.4971095532354245e-07,7.694954457227455e-07,1.8098208529150868e-06
2463,0002463.bin,2.189087609447202e-07,5.026128620459343e-07,2.3220692468206362e-07
2464,0002464.bin,4.888802148022234e-06,3.137991708818382e-06,2.741861064850986e-05
2465,0002465.bin,3.6095349476823453e-06,2.0436057114396952e-07,2.811999199231841e-07
2466,0002466.bin,1.0668367991974375e-06,1.003430956552231e-06,1.1760610872523893e-05
2467,0002467.bin,3.7448390362815124e-07,1.1930138759051896e-07,4.451252567190667e-05
2468,0002468.bin,6.822420360450265e-07,2.670460575784711e-06,7.589795867987701e-07
2469,0002469.bin,5.848092300701984e-07,1.693472782108198e-07,5.9051961126360736e-06
2470,0002470.bin,6.021712453702886e-07,2.659624533539576e-05,6.923213232269597e-06
2471,0002471.bin,1.6821713435528202e-06,9.948494991467799e-05,1.8985898610264805e-06
2472,0002472.bin,1.5436483948593896e-06,1.2638269349769527e-05,1.2811097360302672e-07
2473,0002473.bin,1.2255368158054299e-06,7.660797685302944e-07,4.8941281912844764e-05
2474,0002474.bin,2.8016883512194023e-05,4.373106455878442e-05,9.395288234592579e-05
2475,0002475.bin,1.3084113178436098e-07,7.956824193951215e-07,1.014781586256048e-06
2476,0002476.bin,2.3134957027570113e-05,3.7957711558380044e-07,6.394296116803176e-06
2477,0002477.bin,4.908962479462981e-07,1.4785721635809264e-06,2.985337198795883e-05
2478,0002478.bin,1.310383340562564e-05,1.4283665353448518e-05,1.1706680423338847e-06
2479,0002479.bin,1.5992402953232047e-06,2.982762922167043e-05,8.481276132683853e-06
2480,0002480.bin,8.2668925362068e-06,1.5101743635596425e-07,1.594679012099108e-05
2481,0002481.bin,3.519896726003521e-05,6.59443024984198e-06,2.2845794090787384e-05
2482,0002482.bin,3.901140175013638e-07,4.103675305155004e-05,6.189191657186183e-05
2483,0002483.bin,4.075712325776106e-06,6.829237538574551e-05,2.4245843527161397e-06
2484,0002484.bin,7.540964010966534e-06,3.474665659296108e-05,4.1660150657459154e-07
2485,0002485.bin,1.0051525819754428e-07,1.9848337785933275e-05,1.4490874216623085e-05
2486,0002486.bin,5.089614618107863e-06,3.2391609124887655e-06,9.390852110201488e-07
2487,0002487.bin,8.176190368614008e-05,2.008143438420876e-05,3.124452885930458e-06
2488,0002488.bin,7.370796431462157e-05,6.99116447087276e-05,1.314249139446846e-06
2489,0002489.bin,3.065255672144843e-07,8.569109378371603e-06,1.7447298215345354e-07
2490,0002490.bin,4.655679750238584e-05,2.489365014663174e-05,2.161092746113421e-05
2491,0002491.bin,9.37655943209597e-06,2.6845937031282846e-05,7.08841623219992e-05
2492,0002492.bin,3.028429661300985e-05,2.2676192543573907e-07,1.9129062782795797e-05
2493,0002493.bin,5.357122253816787e-05,6.7280905542608364e-06,1.020434305793457e-06
2494,0002494.bin,1.2740556224279597e-05,3.668753924343483e-07,1.3371478913571326e-05
2495,0002495.bin,1.888019784901192e-07,7.044172582798285e-05,7.921164890595654e-05
2496,0002496.bin,7.315280902647374e-05,1.080019626726563e-06,7.957413161243492e-05
2497,0002497.bin,2.2625509538714677e-06,1.1515279497574808e-06,2.632192498319994e-06
2498,0002498.bin,3.6361265367980996e-07,2.3162817069150774e-07,4.337734841495624e-05
2499,0002499.bin,1.8059627074414673e-05,2.0757043347723887e-05,6.315844727878371e-05
2500,0002500.bin,3.211316174781058e-05,5.12025400060854e-07,3.6710455798596003e-06
2501,0002501.bin,3.434199026066172e-07,2.2789050480478904e-07,1.1703371916170195e-07
2502,0002502.bin,2.6952491781326375e-07,7.373055969383707e-06,2.1669374356421722e-05
2503,0002503.bin,8.754447118482563e-07,9.674283967752454e-05,3.639631192935787e-07
2504,0002504.bin,2.3628409078038674e-07,4.3995568729453405e-05,2.6913646219768006e-05
2505,0002505.bin,3.8125747307005975e-05,8.033074620113764e-07,4.419993386608359e-05
2506,0002506.bin,1.965891285597617e-05,2.161239898492582e-06,2.383721433574648e-07
2507,0002507.bin,5.3278194790441364e-06,1.6117072671462203e-06,1.0593967857842384e-06
2508,0002508.bin,2.783398158449411e-07,7.515038390722864e-05,2.682120693478451e-07
2509,0002509.bin,3.028319036691323e-06,1.791061123267828e-07,1.7864973235094095e-05
2510,0002510.bin,3.244652411128576e-06,8.216541084449164e-07,5.404754420805186e-06
2511,0002511.bin,4.685927698179662e-05,1.5847385954137643e-06,7.066672812974132e-05
2512,0002512.bin,1.4552951806228564e-05,2.2697845934722295e-07,2.7672072024618198e-06
2513,0002513.bin,1.3153859923281983e-06,3.171144234276172e-05,6.673198482709391e-07
2514,0002514.bin,1.947400689685203e-07,4.194851618829672e-06,9.440995378751855e-05
2515,0002515.bin,5.7572726951227525e-06,4.4590688949670096e-07,8.322450176772666e-06
2516,0002516.bin,7.532205757640874e-05,6.834710653131497e-07,1.2894663291145706e-06
2517,0002517.bin,4.237705390794913e-07,2.9784605505133255e-05,2.957213064916996e-06
2518,0002518.bin,1.7879831499230913e-06,1.8011669536594858e-06,6.020721786039696e-05
2519,0002519.bin,4.824014039833978e-05,1.1688397659238243e-07,8.577689556646979e-05
2520,0002520.bin,4.224425079763309e-06,2.0055355288801577e-06,1.739116317299192e-05
2521,0002521.bin,5.758220760802972e-07,1.1943821295473124e-05,2.136207802654836e-06
2522,0002522.bin,1.0444715028697128e-06,1.6963467822373133e-06,8.007474189234087e-06
2523,0002523.bin,2.0185883929442882e-07,2.1634704614281957e-05,3.173854345682233e-06
2524,0002524.bin,7.526225036279284e-06,1.6392790008073925e-07,6.678595902771117e-05
2525,0002525.bin,7.719579654066658e-07,3.010165321230557e-07,2.2156680615282626e-06
2526,0002526.bin,5.844956795537638e-05,1.642856891859274e-06,6.0149380000038695e-05
2527,0002527.bin,7.502315501791499e-06,2.534035477123336e-07,1.2526968722077899e-06
2528,0002528.bin,6.658319944047335e-07,3.584034539971776e-07,2.114193932603164e-06
2529,0002529.bin,6.345127004270769e-07,6.421780434260231e-06,5.944076124638677e-07
2530,0002530.bin,3.2804641164861067e-06,3.8886589435395e-05,2.4649803174752642e-05
2531,0002531.bin,1.5091876349132046e-05,1.10102179757058e-07,4.385274767927359e-06
2532,0002532.bin,5.320222269246853e-07,1.171060248240586e-07,3.6072558170612604e-07
2533,0002533.bin,1.1281822610347625e-05,1.4357938519331796e-05,1.0573523035640381e-05
2534,0002534.bin,4.011663132179285e-06,7.471611982942734e-07,2.3678439903533446e-06
2535,0002535.bin,5.580605629064473e-05,1.3097753728625615e-07,3.367378328344231e-05
2536,0002536.bin,1.824076735113587e-06,4.8221951417856186e-05,1.6359452040811817e-07
2537,0002537.bin,1.3646957787243658e-07,2.4986615739049715e-07,5.87082634110658e-06
2538,0002538.bin,7.496736148378024e-06,7.21050825636058e-07,1.3418049964679554e-05
2539,0002539.bin,6.419248303536473e-05,1.8350217114932748e-06,1.1052981428052164e-07
2540,0002540.bin,2.9489382409624903e-05,1.3817714067945238e-06,3.1853325812583357e-07
2541,0002541.bin,3.9028759172188424e-05,4.1331885470673355e-06,2.9234303527812484e-06
2542,0002542.bin,9.054289307205838e-05,1.5979686567364999e-07,2.528675149956826e-07
2543,0002543.bin,1.0827318192364718e-07,1.8032831704549812e-07,3.147280877235198e-05
2544,0002544.bin,4.485994496954696e-06,1.1841117911414938e-05,7.086588893229131e-05
2545,0002545.bin,3.227228497453588e-05,2.9322199920532154e-06,9.093768837895715e-05
2546,0002546.bin,9.915999377140192e-07,1.4795009529236471e-06,5.726801176219243e-06
2547,0002547.bin,9.362649137761366e-07,2.298337779828898e-05,1.1833854416669336e-07
2548,0002548.bin,2.07703410314817e-05,5.967265907223893e-05,6.477557088072921e-07
2549,0002549.bin,6.215146089480054e-06,3.309969226289321e-07,1.9071012857603805e-07
2550,0002550.bin,3.4532371739034595e-05,3.94771436274949e-06,1.3348694741385792e-06
2551,0002551.bin,3.9098747524242915e-05,6.893354439757635e-06,3.633363622968447e-05
2552,0002552.bin,1.4419189594830179e-07,6.6845096329450155e-06,9.867912858996683e-07
2553,0002553.bin,1.4415536240030151e-05,4.914374749064153e-07,1.1977601611818072e-05
2554,0002554.bin,9.237248624648855e-07,8.342878144986115e-06,3.0741500587035496e-07
2555,0002555.bin,8.506327342779152e-07,2.3733567523853977e-06,6.837317393861221e-07
2556,0002556.bin,2.096299469220507e-07,1.027228771932391e-07,7.81536741714432e-06
2557,0002557.bin,1.020708371929597e-07,6.42243473912287e-06,5.518202322759906e-05
2558,0002558.bin,3.255639325303962e-06,9.936853538373215e-07,3.820734045202618e-05
2559,0002559.bin,8.823467824331222e-05,8.642554931132441e-07,1.4140839656473475e-05
2560,0002560.bin,9.198979498854966e-05,3.0230984975738186e-05,9.962639048071052e-05
2561,0002561.bin,5.263488143360879e-05,3.9764257850957294e-07,1.7826591787129366e-05
2562,0002562.bin,8.445072115690766e-07,2.0770211028884743e-06,3.0515768015338946e-05
2563,0002563.bin,4.4952866004098975e-06,5.3632569844154745e-06,1.7840263613319622e-06
2564,0002564.bin,6.591216764804273e-05,1.9569681985524095e-07,9.267538012548175e-05
2565,0002565.bin,2.056551377532792e-07,9.207501312681603e-07,2.498937632288093e-06
2566,0002566.bin,2.1127818637696935e-07,4.495450088348216e-07,2.6656529675362517e-05
2567,0002567.bin,2.321042428058485e-05,8.690134166122202e-07,1.110381030752902e-06
2568,0002568.bin,7.328542290626834e-05,2.959095183289422e-06,5.930650227395164e-06
2569,0002569.bin,3.280829746619353e-06,4.142554572330108e-05,1.232815007180257e-05
2570,0002570.bin,8.82734946876692e-06,1.1560032203315053e-07,1.098497391322328e-05
2571,0002571.bin,2.9372967599505795e-07,1.7688589897989937e-07,3.950182195401195e-06
2572,0002572.bin,1.3933460688397025e-07,4.1196527310575215e-06,5.192209833732224e-06
2573,0002573.bin,4.543732494008189e-05,2.9361332801575147e-07,6.4624454225652776e-06
2574,0002574.bin,1.3057357271931673e-07,4.106453731814478e-07,3.072286478552018e-05
2575,0002575.bin,8.359478384800343e-07,3.151929703206756e-07,8.131885342718089e-05
2576,0002576.bin,7.104759115911431e-05,1.4859868298976622e-05,1.0240537658022636e-06
2577,0002577.bin,6.930815916903993e-06,6.279931797879891e-05,8.422994270940286e-05
2578,0002578.bin,2.1284770691541763e-06,1.8710004862307536e-05,2.5245606896084586e-07
2579,0002579.bin,1.2210313809070965e-05,9.998020798634328e-06,6.199757448785499e-05
2580,0002580.bin,1.9901435848065487e-07,1.1976738059906143e-06,1.0013354033942889e-07
2581,0002581.bin,2.633705074396962e-07,5.349938555457257e-07,5.379358860397602e-07
2582,0002582.bin,3.0143075201347332e-05,4.693899200613427e-05,1.6916173366293578e-06
2583,0002583.bin,2.7721423000732444e-05,2.0919358196113272e-06,7.776351753414881e-06
2584,0002584.bin,7.782338769186254e-07,4.437782059713575e-05,1.2558046563892683e-07
2585,0002585.bin,2.0787142203356764e-07,5.3833841983148816e-05,8.829376603268408e-07
2586,0002586.bin,7.645481459628926e-07,3.3041507682775373e-07,8.670931473714824e-06
2587,0002587.bin,5.689643760883292e-07,3.1797527749384743e-07,6.675285948312602e-06
2588,0002588.bin,4.987739329752686e-06,2.5614758069837896e-05,2.738533275153217e-07
2589,0002589.bin,2.0178275720725437e-07,8.563524540558925e-06,1.4412861038305834e-07
2590,0002590.bin,1.3914980379079496e-05,1.4036432500107962e-05,2.2086519617941606e-06
2591,0002591.bin,1.132455591755174e-06,7.877188292657212e-07,2.1136625970982875e-05
2592,0002592.bin,5.6594104991821004e-05,1.0529142797564366e-06,1.9836900444898713e-07
2593,0002593.bin,9.649627388174029e-05,1.4833161722098464e-07,4.549942516321186e-05
2594,0002594.bin,9.325708897877774e-07,4.601206461010143e-06,1.9313042015102263e-06
2595,0002595.bin,1.173746920706328e-05,9.394983452504512e-06,8.725935089307299e-05
2596,0002596.bin,3.391704262019835e-05,2.737433769919691e-07,1.4509191393064321e-07
2597,0002597.bin,4.138615772404564e-06,5.303589359740474e-05,2.65869212157897e-07
2598,0002598.bin,1.533727764831255e-05,9.421191763228044e-06,5.754898773180185e-07
2599,0002599.bin,3.3263866191693734e-06,1.0004135466315645e-06,1.2756921901503085e-05
2600,0002600.bin,3.313948640091453e-06,1.820182359694979e-07,6.165118441894008e-05
2601,0002601.bin,3.249252478253971e-05,1.0124238306541499e-07,1.7729851775447063e-05
2602,0002602.bin,1.8143214309884694e-07,5.285434030644021e-05,2.0364686673499426e-06
2603,0002603.bin,3.7952057860864387e-05,2.200248720324497e-05,6.376630064489309e-06
2604,0002604.bin,1.0454907163840116e-07,7.906258024061335e-05,9.62091172765654e-07
2605,0002605.bin,5.7874359985644696e-05,1.050865277234614e-07,2.1006924902376124e-06
2606,0002606.bin,4.902144233728623e-05,1.801471025446751e-06,1.237288945612512e-07
2607,0002607.bin,3.870316541003162e-07,7.019132910201429e-06,3.783683362965052e-07
2608,0002608.bin,3.154723933487209e-05,9.666738980566133e-05,5.175327435180937e-05
2609,0002609.bin,1.3485025871063288e-07,4.121456219910212e-06,2.1928450074148766e-06
2610,0002610.bin,3.2348514558896586e-05,1.3520535424928162e-06,9.315568052559687e-06
2611,0002611.bin,1.7754286381246382e-06,7.03475221374244e-07,8.037434074441585e-06
2612,0002612.bin,3.316298888802878e-07,1.938265051265534e-06,9.187256870833274e-05
2613,0002613.bin,6.7317506152359e-07,5.135459027011901e-07,1.1082427719877833e-07
2614,0002614.bin,2.62139484467656e-07,5.035617282911528e-07,1.0017680771153355e-07
2615,0002615.bin,4.774206037940449e-06,1.5725336989570405e-06,3.8959401918525246e-05
2616,0002616.bin,2.5398486371073453e-06,2.3610162118385766e-05,7.364934248184228e-05
2617,0002617.bin,2.623973024242829e-05,3.7627430270516563e-07,1.795153434869594e-06
2618,0002618.bin,1.6021423443110394e-05,8.191150416516456e-06,3.080761431820244e-05
2619,0002619.bin,8.18635940761088e-05,2.836017959219929e-06,1.2747579685811333e-05
2620,0002620.bin,1.2500348563356806e-05,2.8601997147490717e-06,9.287392060097196e-06
